   3   1  38   4  21   5   2   1   0   40.00   2   1  192574
   5   1  32   3  13   2   6   8   0   40.00   2   1  112575
   1   1  30   3  17   4   6   4   0   40.00   2   0  -12576
   2   0  26   3  16   3   2   1   0   40.00   2   0  -12577
   3   0  32   3  11   1   2   1   0   40.00   2   0  -12578
   4   1  38   4  13   2   1   8   0   40.00   2   1  122579
   2   0  42   4  11   1   1   7   0   40.00   2   0  -12580
   1   0  25   3  17   4   6   1   0   40.00   2   1  172581
   5   1  51   5  15   3   5  11   0   40.00   2   1  132582
   3   1  76   6  11   1   2  23   0   40.00   2   0  -12583
   3   1  41   4  11   1   1  10   0   40.00   2   1  162584
   5   0  30   3  15   3   5   5   0   40.00   2   0  -12585
   1   1  28   3  10   1   2   3   0   40.00   2   0  -12586
   3   0  69   6  13   2   2   5   0   40.00   2   0  -12587
   5   0  42   4  18   4   1   3   0   40.00   2   1  142588
   2   1  31   3  14   2   2   1   0   40.00   2   1   92589
   5   1  21   2  16   3   1   0   0   40.00   2   1  132590
   1   0  53   5  14   2   2   1   0   40.00   2   1  172591
   2   1  25   3  20   5   2   0   0   40.00   2   1  192592
   4   1  41   4  10   1   1   4   0   40.00   2   1  132593
   3   1  41   4  22   5   2   2   0   40.00   2   0  -12594
   4   0  51   5  12   2   1   7   0   40.00   2   0  -12595
   3   0  69   6  14   2   2   6   0   40.00   2   1  112596
   4   1  32   3   8   1   5   8   0   40.00   2   1  112597
   4   0  32   3  17   4   2   1   0   40.00   2   0  -12598
   5   1  42   4  17   4   1   4   0   40.00   2   1  172599
   4   1  44   4  11   1   2   4   0   40.00   2   1  112600
   5   1  61   5  13   2   2   4   0   40.00   2   0  -12601
   1   0  51   5  12   2   6  18   0   40.00   2   1  102602
   1   0  57   5  19   4   1  13   0   40.00   2   1  162603
   5   1  42   4  16   3   2   2   0   40.00   2   0  -12604
   2   0  41   4  16   3   6  11   0   40.00   2   0  -12605
   1   0  53   5   8   1   3  14   0   40.00   2   1  122606
   3   1  20   2  15   3   1   0   0   40.00   2   0  -12607
   2   0  28   3  15   3   1   2   0   40.00   2   0  -12608
   4   1  57   5  18   4   2   9   0   40.00   2   0  -12609
   4   1  39   4  10   1   1   8   0   40.00   2   1   72610
   3   1  61   5  12   2   1  20   0   40.00   2   1  142611
   4   0  75   6  11   1   1  10   0   40.00   2   1  112612
   3   0  71   6  17   4   6  32   1   40.00   2   1  152613
   1   1  67   6  15   3   1  17   0   40.00   2   1  162614
   3   1  21   2  13   2   1   0   0   40.00   2   0  -12615
   4   0  37   4  16   3   2   2   0   40.00   2   1  152616
   5   0  36   4  20   5   1   4   0   40.00   2   1  192617
   4   1  26   3  21   5   5   0   0   40.00   2   1  222618
   4   0  33   3  17   4   6   7   0   40.00   2   1  162619
   2   1  35   4  11   1   2   2   0   40.00   2   1   72620
   2   0  37   4  12   2   2   2   0   40.00   2   0  -12621
   1   1  72   6  14   2   6  31   1   40.00   2   0  -12622
   4   0  51   5  11   1   1  12   0   40.00   2   0  -12623
   3   1  54   5  16   3   1   8   0   40.00   2   0  -12624
   1   0  45   4  11   1   1  10   0   40.00   2   0  -12625
   3   1  77   6  17   4   1  21   0   40.00   2   0  -12626
   3   0  32   3  15   3   3   7   0   40.00   2   1  142627
   4   1  34   3  19   4   3   6   0   40.00   2   0  -12628
   3   0  67   6   9   1   6  18   0   40.00   2   0  -12629
   3   1  31   3  12   2   6   8   0   40.00   2   0  -12630
   1   1  37   4  12   2   6   8   0   40.00   2   0  -12631
   1   1  54   5  14   2   5  17   0   40.00   2   1  142632
   4   0  44   4   8   1   2   9   0   41.00   2   0  -12633
   3   1  45   4  10   1   1   5   0   41.00   2   1   92634
   3   1  69   6  10   1   2   8   0   41.00   2   0  -12635
   5   1  54   5  12   2   2   8   0   41.00   2   0  -12636
   1   0  52   5  16   3   5  18   0   41.00   2   0  -12637
   1   1  36   4  18   4   3   5   0   41.00   2   1  182638
   4   0  45   4  16   3   3  12   0   41.00   2   0  -12639
   3   1  37   4  10   1   3  13   0   41.00   2   0  -12640
   1   1  77   6  15   3   5  34   1   41.00   2   1  132641
   4   1  34   3  19   4   2   1   0   41.00   2   0  -12642
   1   0  68   6  13   2   1  11   0   41.00   2   0  -12643
   1   0  52   5  14   2   2   3   0   41.00   2   0  -12644
   4   0  60   5  12   2   1   9   0   41.00   2   0  -12645
   3   1  54   5  10   1   2   8   0   41.00   2   0  -12646
   4   1  52   5  12   2   2   6   0   41.00   2   0  -12647
   1   1  48   4  17   4   3  11   0   41.00   2   0  -12648
   5   0  26   3  12   2   3   4   0   41.00   2   0  -12649
   3   0  34   3  11   1   3   9   0   41.00   2   1  152650
   3   1  43   4  14   2   5   9   0   41.00   2   0  -12651
   1   1  65   6  15   3   2   3   0   41.00   2   0  -12652
   5   1  44   4  16   3   5   9   0   41.00   2   1  162653
   4   1  52   5  11   1   1  16   0   41.00   2   1  152654
   2   1  48   4  17   4   1   8   0   41.00   2   1  152655
   1   1  44   4  19   4   2   0   0   41.00   2   0  -12656
   2   0  68   6  17   4   2   1   0   41.00   2   0  -12657
   1   0  44   4  14   2   4  17   0   41.00   2   0  -12658
   4   0  38   4  19   4   2   4   0   41.00   2   0  -12659
   5   0  30   3  21   5   2   0   0   41.00   2   1  162660
   5   1  35   4  20   5   6   4   0   41.00   2   1  162661
   4   1  18   2  13   2   1   0   0   41.00   2   1  102662
   4   1  26   3  17   4   6   2   0   41.00   2   1  172663
   2   0  60   5  10   1   5  26   1   41.00   2   0  -12664
   5   0  55   5  16   3   2   3   0   41.00   2   1  132665
   3   1  35   4  13   2   6   9   0   41.00   2   0  -12666
   1   0  30   3  22   5   5   2   0   41.00   2   1  202667
   3   0  50   5   6   1   3  17   0   41.00   2   0  -12668
   1   0  26   3  20   5   2   0   0   41.00   2   0  -12669
   5   1  34   3  12   2   1   7   0   41.00   2   0  -12670
   4   1  63   5  18   4   1  10   0   41.00   2   0  -12671
   4   1  54   5  12   2   5   8   0   41.00   2   0  -12672
   2   0  35   4  16   3   2   3   0   41.00   2   1  152673
   5   1  51   5  11   1   2   3   0   41.00   2   0  -12674
   5   0  73   6  12   2   2  12   0   41.00   2   0  -12675
   2   1  37   4   9   1   2   4   0   41.00   2   0  -12676
   5   1  66   6  12   2   2   4   0   41.00   2   0  -12677
   4   0  20   2  15   3   1   0   0   41.00   2   1  142678
   2   1  33   3  12   2   6   6   0   41.00   2   1  182679
   4   0  44   4  12   2   2   2   0   41.00   2   0  -12680
   2   0  34   3  19   4   5   5   0   41.00   2   1  192681
   1   0  57   5  11   1   1   5   0   41.00   2   0  -12682
   1   0  40   4  13   2   2   1   0   41.00   2   1  162683
   3   1  35   4  16   3   1   2   0   41.00   2   1  142684
   3   1  72   6  17   4   2  10   0   41.00   2   0  -12685
   1   1  19   2  14   2   2   0   0   41.00   2   1  132686
   4   1  48   4  14   2   2   6   0   41.00   2   0  -12687
   2   0  53   5  19   4   2   6   0   41.00   2   1  192688
   1   1  77   6  14   2   1  18   0   41.00   2   0  -12689
   3   0  36   4  20   5   1   2   0   41.00   2   0  -12690
   2   0  48   4  11   1   2  11   0   41.00   2   0  -12691
   1   0  36   4  17   4   4   6   0   41.00   2   1  102692
   2   1  35   4  18   4   1   4   0   41.00   2   0  -12693
   4   1  58   5  11   1   1  16   0   41.00   2   0  -12694
   4   1  38   4  13   2   2   1   0   41.00   2   1  112695
   2   1  55   5  10   1   2   9   0   41.00   2   1  122696
   2   1  27   3  20   5   2   0   0   42.00   2   1  162697
   1   1  39   4  17   4   1   4   0   42.00   2   1  172698
   1   0  66   6  15   3   1  23   1   42.00   2   0  -12699
   2   0  32   3  16   3   3   5   0   42.00   2   1  132700
   5   1  55   5  10   1   5  14   0   42.00   2   1  142701
   3   0  40   4  14   2   1   9   0   42.00   2   1   92702
   4   0  43   4  20   5   2   2   0   42.00   2   0  -12703
   2   0  31   3  14   2   2   1   0   42.00   2   1  162704
   1   1  41   4  19   4   1   6   0   42.00   2   1  192705
   2   1  51   5  16   3   1  11   0   42.00   2   1  192706
   1   1  42   4  17   4   1   5   0   42.00   2   1  152707
   4   0  63   5  12   2   2  11   0   42.00   2   0  -12708
   1   1  36   4  13   2   3  11   0   42.00   2   1  122709
   1   1  63   5  16   3   5  23   1   42.00   2   1  162710
   3   1  51   5  12   2   1   7   0   42.00   2   0  -12711
   4   0  46   4  15   3   2   3   0   42.00   2   0  -12712
   1   0  76   6  13   2   2  14   0   42.00   2   0  -12713
   3   0  64   5  21   5   3  13   1   42.00   2   0  -12714
   2   1  42   4  11   1   4  10   0   42.00   2   1  112715
   1   1  61   5  21   5   2   4   0   42.00   2   0  -12716
   2   1  41   4  11   1   5  13   0   42.00   2   1   82717
   1   0  24   2  18   4   2   0   0   42.00   2   0  -12718
   1   0  37   4  12   2   2   1   0   42.00   2   0  -12719
   4   0  27   3  14   2   1   3   0   42.00   2   0  -12720
   1   0  76   6  15   3   6  32   1   42.00   2   1  182721
   1   1  49   4  18   4   1   6   0   42.00   2   1  172722
   4   1  43   4   9   1   1  12   0   42.00   2   0  -12723
   1   0  35   4  12   2   6  13   0   42.00   2   0  -12724
   1   1  64   5  16   3   2   9   0   42.00   2   1  122725
   1   0  29   3  10   1   6  10   0   42.00   2   1  142726
   2   0  30   3  19   4   2   1   0   42.00   2   0  -12727
   4   0  39   4  13   2   2   4   0   42.00   2   1  142728
   2   0  39   4  12   2   1   5   0   42.00   2   1  102729
   2   0  43   4  18   4   1   6   0   42.00   2   0  -12730
   5   0  31   3  18   4   2   1   0   42.00   2   1  142731
   3   1  58   5  11   1   1  10   0   42.00   2   0  -12732
   5   1  31   3  12   2   6   8   0   42.00   2   1   92733
   4   1  20   2  15   3   2   0   0   42.00   2   1  142734
   4   1  38   4  20   5   1   4   0   42.00   2   1  162735
   5   0  65   6  18   4   1  23   1   42.00   2   0  -12736
   3   1  54   5  15   3   1   9   0   42.00   2   0  -12737
   5   0  45   4  13   2   1   3   0   42.00   2   0  -12738
   4   0  42   4  15   3   1   9   0   42.00   2   1  162739
   3   1  33   3  14   2   2   3   0   42.00   2   0  -12740
   1   1  29   3  13   2   1   4   0   42.00   2   1  162741
   5   1  42   4  16   3   6  11   0   42.00   2   0  -12742
   1   1  30   3  19   4   1   1   0   42.00   2   0  -12743
   4   0  34   3  20   5   3   4   0   42.00   2   1  172744
   3   0  33   3  16   3   3   5   0   42.00   2   0  -12745
   1   0  72   6  11   1   2  14   0   42.00   2   0  -12746
   1   1  38   4  15   3   4   8   0   42.00   2   0  -12747
   5   1  59   5  20   5   1   7   0   42.00   2   0  -12748
   2   1  61   5  19   4   1  10   0   42.00   2   0  -12749
   2   0  25   3  15   3   2   0   0   42.00   2   1  182750
   3   0  62   5  10   1   3  19   0   42.00   2   1  112751
   1   0  64   5  19   4   2   6   0   42.00   2   0  -12752
   1   1  44   4  16   3   2   3   0   42.00   2   0  -12753
   4   0  53   5  20   5   2   4   0   42.00   2   1  182754
   1   0  49   4  18   4   1   1   0   42.00   2   0  -12755
   4   0  61   5  13   2   2   6   0   42.00   2   0  -12756
   3   0  23   2  11   1   2   2   0   42.00   2   1  132757
   5   0  46   4  12   2   2   4   0   42.00   2   0  -12758
   2   0  58   5  15   3   2   4   0   42.00   2   1  132759
   3   1  31   3  19   4   1   1   0   43.00   2   0  -12760
   5   1  19   2  14   2   6   0   0   43.00   2   0  -12761
   1   0  56   5  13   2   2   4   0   43.00   2   1  112762
   2   1  43   4  11   1   2   5   0   43.00   2   1  112763
   5   0  46   4  14   2   3   9   0   43.00   2   1  152764
   4   1  72   6  15   3   1  11   0   43.00   2   1  162765
   1   1  41   4  14   2   4  19   0   43.00   2   1   92766
   1   0  40   4  10   1   4  19   0   43.00   2   1   62767
   1   0  39   4  12   2   6   9   0   43.00   2   1  142768
   1   0  36   4  17   4   6   7   0   43.00   2   1  132769
   4   1  29   3  16   3   2   1   0   43.00   2   0  -12770
   1   1  43   4   9   1   2   4   0   43.00   2   1   92771
   2   1  66   6  14   2   1  15   0   43.00   2   0  -12772
   1   0  26   3  17   4   2   0   0   43.00   2   0  -12773
   5   1  44   4  13   2   2   2   0   43.00   2   0  -12774
   4   0  23   2  15   3   2   0   0   43.00   2   0  -12775
   4   1  44   4   9   1   2   2   0   43.00   2   1  122776
   3   0  57   5  12   2   2   2   0   43.00   2   1  132777
   1   0  62   5  15   3   1   3   0   43.00   2   1  152778
   2   0  27   3  13   2   1   3   0   43.00   2   1  132779
   1   0  33   3  12   2   2   3   0   43.00   2   1  112780
   5   0  21   2  15   3   1   0   0   43.00   2   0  -12781
   4   1  42   4  11   1   1  13   0   43.00   2   0  -12782
   2   0  43   4  16   3   2   6   0   43.00   2   0  -12783
   1   1  39   4  12   2   6  10   0   43.00   2   1  182784
   1   0  25   3  15   3   2   1   0   43.00   2   1  172785
   5   0  45   4  16   3   3   8   0   43.00   2   1  112786
   1   0  38   4  14   2   5   7   0   43.00   2   0  -12787
   5   1  58   5  15   3   3  11   0   43.00   2   0  -12788
   4   0  47   4  15   3   3  19   0   43.00   2   0  -12789
   1   1  29   3  13   2   6   8   0   43.00   2   0  -12790
   5   1  51   5  15   3   6  11   0   43.00   2   0  -12791
   5   1  39   4  20   5   2   1   0   43.00   2   1  162792
   4   0  23   2  18   4   6   0   0   43.00   2   0  -12793
   4   0  55   5  19   4   2  11   0   43.00   2   1  182794
   4   1  73   6  16   3   1   9   0   43.00   2   0  -12795
   4   1  33   3  19   4   1   3   0   43.00   2   1  162796
   3   0  21   2  16   3   1   0   0   43.00   2   1  152797
   1   1  68   6   8   1   1  14   0   43.00   2   0  -12798
   2   1  29   3  16   3   1   2   0   43.00   2   0  -12799
   4   1  52   5  14   2   3  10   0   43.00   2   1  142800
   4   1  56   5  10   1   1   8   0   43.00   2   0  -12801
   4   1  54   5  12   2   2   4   0   43.00   2   1  152802
   1   1  34   3  12   2   1   8   0   43.00   2   0  -12803
   4   1  36   4  16   3   2   2   0   43.00   2   1  112804
   5   0  45   4  10   1   6  15   0   44.00   2   1   92805
   1   0  78   6  19   4   3  21   1   44.00   2   1  162806
   5   1  63   5  12   2   2   8   0   44.00   2   1  172807
   2   1  49   4  16   3   1  11   0   44.00   2   0  -12808
   4   0  23   2  16   3   5   1   0   44.00   2   1  172809
   4   1  43   4  17   4   1   5   0   44.00   2   0  -12810
   5   0  52   5   7   1   3  21   0   44.00   2   1  112811
   2   1  46   4   8   1   3  12   0   44.00   2   1   82812
   5   1  27   3  18   4   6   2   0   44.00   2   1  162813
   3   1  27   3  22   5   5   0   0   44.00   2   1  192814
   1   1  43   4  13   2   1   8   0   44.00   2   1  112815
   3   1  42   4  15   3   4  13   0   44.00   2   1  142816
   2   0  27   3  19   4   4   2   0   44.00   2   0  -12817
   5   0  35   4  13   2   6  11   0   44.00   2   1  122818
   3   0  60   5   9   1   1   9   0   44.00   2   1  122819
   1   0  21   2  15   3   2   0   0   44.00   2   0  -12820
   4   0  63   5  17   4   3  15   1   44.00   2   1  162821
   2   0  40   4  14   2   2   1   0   44.00   2   1  102822
   5   0  22   2  16   3   6   0   0   44.00   2   0  -12823
   1   1  24   2  19   4   1   0   0   44.00   2   1  172824
   1   1  35   4  18   4   2   0   0   44.00   2   0  -12825
   5   0  46   4  16   3   1   8   0   44.00   2   1  132826
   3   1  73   6  15   3   1   7   0   44.00   2   1  162827
   1   0  18   2  13   2   1   0   0   44.00   2   1  172828
   2   1  58   5   9   1   2  10   0   44.00   2   0  -12829
   1   1  37   4  12   2   1   5   0   44.00   2   1  142830
   1   1  63   5   9   1   5  30   1   44.00   2   1  132831
   2   0  42   4  16   3   1   4   0   44.00   2   1  132832
   1   0  64   5  15   3   2   4   0   44.00   2   0  -12833
   5   0  42   4  12   2   4  13   0   44.00   2   0  -12834
   3   0  40   4  20   5   4   7   0   44.00   2   1  172835
   2   0  40   4  15   3   1   8   0   44.00   2   1  102836
   1   1  65   6  19   4   6  25   1   44.00   2   0  -12837
   4   0  66   6  14   2   3  26   1   44.00   2   1  172838
   2   0  41   4  13   2   4  15   0   44.00   2   0  -12839
   3   1  49   4  16   3   2   4   0   44.00   2   0  -12840
   1   0  57   5  12   2   1  13   0   44.00   2   0  -12841
   1   0  33   3  19   4   2   2   0   44.00   2   1  162842
   4   1  60   5   9   1   1  15   0   44.00   2   1  102843
   5   1  37   4  18   4   1   5   0   44.00   2   0  -12844
   1   0  57   5  12   2   4  16   0   44.00   2   0  -12845
   2   1  38   4  20   5   2   1   0   44.00   2   0  -12846
   3   0  63   5  15   3   1   9   0   44.00   2   1  112847
   3   1  58   5  12   2   2   5   0   44.00   2   0  -12848
   1   1  55   5  13   2   2   5   0   44.00   2   1  102849
   1   0  27   3  16   3   1   2   0   44.00   2   1  122850
   2   1  48   4  11   1   2  11   0   44.00   2   0  -12851
   1   0  34   3  15   3   1   4   0   44.00   2   0  -12852
   3   0  53   5  17   4   2   2   0   44.00   2   0  -12853
   2   0  38   4  16   3   1   9   0   44.00   2   0  -12854
   4   0  76   6  15   3   6  27   1   44.00   2   0  -12855
   1   1  59   5  19   4   2   5   0   44.00   2   0  -12856
   2   1  47   4  17   4   2   5   0   44.00   2   1  192857
   5   1  41   4  14   2   1   5   0   44.00   2   1  132858
   2   1  25   3  17   4   1   1   0   44.00   2   1  182859
   3   1  57   5  11   1   6  23   0   44.00   2   1   92860
   5   1  63   5  11   1   2   3   0   44.00   2   1   72861
   5   0  36   4  12   2   2   5   0   45.00   2   0  -12862
   2   1  38   4  14   2   2   3   0   45.00   2   1  152863
   2   1  36   4  16   3   1   5   0   45.00   2   1  152864
   3   0  62   5   9   1   3  21   0   45.00   2   1   82865
   3   1  25   3  18   4   6   1   0   45.00   2   1  152866
   1   0  41   4  16   3   1   8   0   45.00   2   0  -12867
   2   1  58   5  17   4   2   6   0   45.00   2   1  182868
   2   0  49   4   9   1   2   4   0   45.00   2   1   72869
   5   0  68   6  16   3   3  26   1   45.00   2   0  -12870
   3   1  46   4  11   1   2   4   0   45.00   2   0  -12871
   4   1  56   5  15   3   2  11   0   45.00   2   0  -12872
   1   1  42   4  10   1   1   9   0   45.00   2   0  -12873
   1   0  34   3  13   2   1   7   0   45.00   2   0  -12874
   3   1  43   4  14   2   1   3   0   45.00   2   0  -12875
   4   1  28   3  18   4   1   1   0   45.00   2   0  -12876
   2   0  54   5  13   2   2   5   0   45.00   2   0  -12877
   3   1  72   6  20   5   1  19   0   45.00   2   0  -12878
   1   1  37   4  15   3   1   4   0   45.00   2   0  -12879
   3   1  41   4  16   3   2   3   0   45.00   2   1  102880
   1   1  67   6   9   1   2  13   0   45.00   2   1  112881
   5   1  24   2  19   4   1   0   0   45.00   2   1  182882
   5   0  57   5  13   2   2   6   0   45.00   2   0  -12883
   3   1  37   4  15   3   2   1   0   45.00   2   1  152884
   5   0  28   3  12   2   4   9   0   45.00   2   1  142885
   2   1  46   4  13   2   4   9   0   45.00   2   0  -12886
   3   1  30   3  20   5   3   2   0   45.00   2   0  -12887
   2   0  63   5  15   3   2   4   0   45.00   2   1  132888
   2   0  30   3  14   2   3   5   0   45.00   2   1  112889
   2   0  30   3  19   4   1   1   0   45.00   2   0  -12890
   4   0  42   4   6   1   3  16   0   45.00   2   1   72891
   4   1  38   4  21   5   1   2   0   45.00   2   0  -12892
   3   0  42   4  19   4   6   6   0   45.00   2   1  152893
   4   0  20   2  15   3   2   0   0   45.00   2   0  -12894
   1   1  74   6  16   3   1   7   0   45.00   2   1  162895
   1   0  42   4  17   4   1   5   0   45.00   2   1  202896
   3   0  46   4  19   4   1   4   0   45.00   2   1  182897
   1   1  28   3  13   2   2   1   0   45.00   2   0  -12898
   2   1  30   3  14   2   2   1   0   45.00   2   1  142899
   1   1  43   4  17   4   2   6   0   45.00   2   0  -12900
   2   1  48   4  13   2   2   7   0   45.00   2   1  162901
   1   1  29   3  15   3   5   5   0   45.00   2   0  -12902
   2   1  67   6  15   3   1  18   0   45.00   2   0  -12903
   3   1  36   4  17   4   2   1   0   45.00   2   1  182904
   4   0  47   4  16   3   1  11   0   45.00   2   1  142905
   4   1  71   6  18   4   1  12   0   45.00   2   1  152906
   4   0  27   3  12   2   1   1   0   45.00   2   0  -12907
   2   1  50   5  17   4   1   4   0   45.00   2   1  142908
   4   0  39   4  14   2   1  11   0   45.00   2   1  122909
   1   1  62   5  14   2   1   9   0   45.00   2   1   92910
   2   0  31   3  10   1   6  10   0   45.00   2   0  -12911
   4   1  34   3  13   2   4   9   0   45.00   2   1  102912
   2   0  63   5  19   4   2   6   0   45.00   2   1  162913
   1   1  36   4  18   4   3   9   0   45.00   2   0  -12914
   2   1  22   2  15   3   2   0   0   45.00   2   0  -12915
   2   1  50   5  13   2   2   4   0   45.00   2   0  -12916
   1   1  47   4  12   2   2   9   0   45.00   2   1  162917
   1   0  59   5   9   1   1  12   0   45.00   2   1  122918
   3   1  34   3  15   3   2   3   0   46.00   2   0  -12919
   3   0  49   4  14   2   2   4   0   46.00   2   1  112920
   2   0  42   4  11   1   6   7   0   46.00   2   1   92921
   4   0  39   4   8   1   4  15   0   46.00   2   0  -12922
   1   0  51   5  21   5   1   4   0   46.00   2   0  -12923
   4   0  35   4  13   2   4  13   0   46.00   2   0  -12924
   2   1  32   3  22   5   5   3   0   46.00   2   0  -12925
   1   0  69   6  17   4   3  17   0   46.00   2   0  -12926
   2   0  40   4  20   5   2   3   0   46.00   2   0  -12927
   2   1  40   4  14   2   2   3   0   46.00   2   0  -12928
   4   0  69   6  18   4   5  37   1   46.00   2   0  -12929
   4   0  48   4  14   2   1   4   0   46.00   2   0  -12930
   3   1  59   5  13   2   2   6   0   46.00   2   0  -12931
   1   1  47   4  10   1   3  11   0   46.00   2   1   82932
   1   1  61   5  15   3   1  13   0   46.00   2   1  162933
   4   1  37   4  16   3   1   2   0   46.00   2   1  152934
   4   0  48   4  20   5   2   3   0   46.00   2   0  -12935
   4   1  27   3  16   3   6   2   0   46.00   2   1  152936
   1   1  36   4  17   4   6   6   0   46.00   2   0  -12937
   4   0  58   5  12   2   2   8   0   46.00   2   1  102938
   2   0  43   4  16   3   1   3   0   46.00   2   0  -12939
   1   1  46   4  19   4   1   7   0   46.00   2   1  172940
   4   1  64   5  15   3   1   6   0   46.00   2   0  -12941
   5   1  30   3  17   4   1   1   0   46.00   2   1  172942
   2   1  35   4  20   5   1   2   0   46.00   2   1  222943
   4   1  44   4  11   1   2   1   0   46.00   2   1  112944
   3   0  55   5  14   2   3  11   0   46.00   2   1  112945
   1   1  60   5   8   1   2  12   0   46.00   2   1   92946
   4   1  28   3  17   4   1   2   0   46.00   2   0  -12947
   4   1  38   4  16   3   1   6   0   46.00   2   0  -12948
   2   0  26   3  18   4   3   1   0   46.00   2   1  162949
   5   1  25   3  17   4   1   0   0   46.00   2   0  -12950
   1   0  64   5   9   1   1   9   0   46.00   2   0  -12951
   1   1  59   5  17   4   2   5   0   46.00   2   1  152952
   5   1  39   4  12   2   2   1   0   46.00   2   1  112953
   5   1  41   4  16   3   1  10   0   46.00   2   0  -12954
   5   1  29   3  22   5   1   0   0   46.00   2   0  -12955
   1   1  54   5  20   5   3  10   0   46.00   2   0  -12956
   5   0  67   6  13   2   2   8   0   46.00   2   1  112957
   1   1  48   4  14   2   2   5   0   46.00   2   1  152958
   5   0  24   2  14   2   2   1   0   46.00   2   1  122959
